Employee_ID,Global_UID,Employment_Status,First_Name,Middle_Name,Last_Name,Maiden_Name,SSN_National_ID,Passport_Number,Driver_License_Number,Date_of_Birth,Place_of_Birth,Gender,Marital_Status,Nationality,Personal_Email,Work_Email,Home_Phone,Mobile_Phone,Street_Address,City,State_Province,Zip_Postal_Code,Country,Job_Title,Department,Manager_Name,Hire_Date,Annual_Salary,Bonus_Target_Percent,Direct_Deposit_Routing,Direct_Deposit_Account,Emergency_Contact,Emergency_Phone,Insurance_Policy_ID,DLP_Sensitivity_Label
EMP-10049,58f5bed9-2c0f-498f-9cf5-229fabfe5b0c,On Leave,Melissa,Robert,Wilson,,644-14-2631,MQ5845560,J0012790,1996-03-24,South Mollystad,Non-Binary,Divorced,United States,chloehawkins@outlook.com,melissa.wilson@corp-internal.com,(029)2018151,878-801-4352x9857,"Flat 31e
Patel Plaza",Clareland,LA,23470,USA,Community development worker,Engineering,Irene Price,2020-10-26,"$96,586",17%,016127825,TYIB99277240497898,Josephine Brown,503.231.6238x8130,GRP-868029,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10050,2af9347a-372d-43e4-bf7b-b3798b84da0f,On Leave,Nicole,Corey,Smith,,ZZ 28 81 62 T,PG2845544,J1210971,1990-07-15,Alexisborough,Male,Divorced,United States,james27@gmail.com,nicole.smith@corp-internal.com,454.962.6259,422-992-7319x2800,"Flat 92l
Shirley Underpass",West Michaelview,OK,51780,USA,Retail banker,Sales,Dr Annette Carroll,2020-07-25,"$75,080",11%,013308142,EZUK89495412850203,Lindsey Chang,(0118) 496 0865,GRP-188855,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10051,67d33816-4b28-4d2a-8f42-13135f13336e,Terminated,Bernard,Kimberly,Walker,,050-67-3431,KS4181999,D3576728,1971-08-14,Francescamouth,Non-Binary,Widowed,United Kingdom,gouldjeffrey@hotmail.com,bernard.walker@corp-internal.com,873.313.6064x2364,01632960560,"Flat 69u
Tom Haven",Whiteside,NV,55166,USA,"Surveyor, hydrographic",Legal,Mary Green,2020-06-21,"$122,779",18%,052987346,HDOP79127753408546,Annette Herrera,+44151 4960223,GRP-841890,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10052,c2d59f52-05ef-4331-8bcd-6584a156d5e5,On Leave,Stephen,Maria,Shah,,016-01-3823,PF5098184,W2822542,1994-05-10,New Elliot,Female,Divorced,United Kingdom,masonben@hotmail.co.uk,stephen.shah@corp-internal.com,+1-917-228-8727,+44(0)1164960152,8 Kathryn Oval,New Gail,ND,26238,USA,"Horticulturist, commercial",Finance,Fiona Wood,2024-11-21,"$100,272",6%,018033506,JLWR79784516835430,Ben Miles,03069990021,GRP-919718,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10053,2b12ae92-ef03-46fb-a667-9f2794d8f084,Active,Julia,Brenda,Johnson,,022-05-5528,CX5493200,Q3496343,1991-08-17,East Marcus,Prefer not to say,Married,United Kingdom,sophie36@yahoo.co.uk,julia.johnson@corp-internal.com,+441314960471,+1-737-924-5268x22359,41568 Dawn Hill Suite 341,West Kate,WA,29332,USA,Consulting civil engineer,HR,Victor Wright,2018-10-07,"$123,552",7%,106278930,AFQD83624558672048,Jay Power,212-787-1688x17249,GRP-441551,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10054,27d42155-ce00-448b-b823-bd8b046733c1,On Leave,Eugene,Emma,Kirby,,ZZ802019T,OK2313672,X8344326,1994-10-30,Lopezland,Male,Divorced,United States,catherinebrady@hotmail.co.uk,eugene.kirby@corp-internal.com,+441414960607,+1-635-658-8185x39786,"Flat 78p
Marshall Gardens",North Martinton,RI,41477,USA,Advertising copywriter,Legal,Megan Gardner,2023-07-26,"$79,703",16%,037614362,OEZY41286924358552,Brooke Price,513-683-6662x584,GRP-424361,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10055,8478b7f4-8bc8-4d69-8db5-e62a8b42c9f1,Active,Janet,Fiona,Heath,,ZZ130953T,QY8905399,S5744650,1973-03-13,New Jonathanside,Male,Single,United Kingdom,kaitlyn46@yahoo.com,janet.heath@corp-internal.com,+4420 74960628,01414960925,720 Hines Oval,North Christopher,UT,82616,USA,Commercial/residential surveyor,Sales,James Adams,2025-03-24,"$152,022",20%,052060182,VPTQ84812689317198,Dr James Palmer,+44(0)191 496 0348,GRP-108890,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10056,3af84a58-489a-45d5-8541-5d3aebcca5f2,On Leave,Jason,James,Peterson,,815-89-8905,RW1652802,O3994853,1992-10-13,Dariusland,Prefer not to say,Married,United States,danielseric@hotmail.com,jason.peterson@corp-internal.com,+441914960833,(0141) 496 0224,4998 Jennifer Hills Apt. 166,South Douglasbury,GA,36362,USA,"Scientist, water quality",HR,Douglas Green,2025-06-11,"$177,215",20%,113147973,OGRG61012882652204,Allen Williams,+44(0)292018513,GRP-410055,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10057,0caface2-35d9-4510-9112-1326bad0bb9b,Terminated,Holly,Randy,Walker,,ZZ 77 25 48 T,HE9407484,F0626957,1984-03-22,West Kennethbury,Non-Binary,Single,United States,xyoung@hotmail.com,holly.walker@corp-internal.com,(949)841-7146x29207,(974)962-2698x4299,036 Powell Flats,Terenceburgh,DE,57287,USA,"Lecturer, further education",Finance,Cynthia Hill,2019-08-09,"$144,019",15%,081681448,LCZE82557587821476,Meghan Ortiz,+44141 496 0323,GRP-485233,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10058,1e0345e7-aa4c-44c8-95c7-fdf7d41de1ae,On Leave,Molly,Anne,Stokes,,ZZ 16 25 10 T,NZ7228873,I5470234,1999-08-11,Paynetown,Male,Single,United States,dwright@gmail.com,molly.stokes@corp-internal.com,+44909 8790197,020 7946 0909,"Flat 65
Roberts Turnpike",New William,PR,69886,USA,Biomedical scientist,Finance,Victoria Bates,2018-11-08,"$108,434",5%,049905360,FBFT31238118981282,Luis Day,029 2018574,GRP-191881,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10059,3828342e-79ba-4b6b-ae2b-9075ab58db0c,Active,Gerard,Andrea,Glover,,802-83-8569,AY3286863,T6723667,1976-03-17,Lake Justin,Male,Single,United Kingdom,onichols@hotmail.com,gerard.glover@corp-internal.com,+44(0)117 4960314,+441632960694,493 Johnson Groves,Potterstad,IN,60834,USA,"Surveyor, building",HR,Summer Parsons,2021-04-09,"$75,242",14%,104356090,JTQM19266168430311,Bethan Evans,(0808) 1570357,GRP-366155,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10060,96febcf7-353c-450d-b73b-47286f98fbed,On Leave,Jodie,Michael,Bond,,ZZ245443T,YP2426022,S9245753,1998-10-06,Lake Leefurt,Female,Single,United States,ashleigh23@yahoo.co.uk,jodie.bond@corp-internal.com,(0121)4960864,799-253-5852,"Studio 12
Walsh Plain",Royshire,AK,36318,USA,Museum/gallery curator,HR,Lorraine Ali-Harrison,2019-02-02,"$62,516",5%,119587126,RQIN17765385445083,Kyle White,4118008772,GRP-372020,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10061,9af35fd5-f37f-4ff3-81bd-9a3920a5cf16,On Leave,Jasmine,Joel,Hale,,ZZ589610T,CU6946637,P6983466,2001-08-13,Adrianmouth,Non-Binary,Single,United Kingdom,eileenhowell@hotmail.com,jasmine.hale@corp-internal.com,+44131 496 0056,001-634-847-7022x579,258 Flores Grove Apt. 824,South Amybury,TX,30279,USA,Health and safety inspector,Legal,Graham Osborne,2018-03-25,"$173,617",17%,015581792,IWMS90902702419263,John Morris-Davey,001-925-695-5323x19981,GRP-800793,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10062,a46bf494-43f7-4716-ab99-f3cebec3ee9b,On Leave,Francesca,Sarah,Thomas,Holmes,785-62-2842,CI5553961,F0071095,1990-12-06,Craigville,Female,Married,United States,hayleyhart@hotmail.com,francesca.thomas@corp-internal.com,+44131 496 0564,+44808 1570010,"Flat 7
Gregory Tunnel",Terrychester,CT,77906,USA,Rural practice surveyor,Sales,Mark Ross,2017-11-29,"$178,843",7%,062159232,QVDN40385938715531,Lori Branch,0116 496 0414,GRP-437333,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10063,d0583e83-68cb-4842-a8d9-81ec156aef2d,Terminated,Brenda,Lydia,Wood,,ZZ 44 74 55 T,ZG0314506,X0029283,1990-01-18,East Jamie,Female,Divorced,United Kingdom,sheltonjames@hotmail.com,brenda.wood@corp-internal.com,(0117) 496 0156,+1-467-343-5075x43809,252 Harris Gardens,Riveraberg,ID,17993,USA,Education administrator,Finance,Hollie Smith,2023-09-02,"$45,220",15%,047838688,WOLB96037200406296,Jessica Maxwell,350.401.2492,GRP-188696,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10064,29769e4d-c4f0-41cd-a50a-5cd2d20bd271,On Leave,Shelly,Cory,Kirk,,ZZ 41 12 72 T,AT4711659,C7296227,1983-08-17,Port Josephineville,Female,Single,United States,kimberly05@hotmail.com,shelly.kirk@corp-internal.com,+44(0)115 4960820,+1-508-257-1639,948 Thomas Plaza Apt. 890,Clarkberg,ND,48503,USA,Broadcast presenter,HR,Lewis Butcher,2019-01-07,"$47,874",15%,092224085,JTWT31196201833596,Steven Hughes,(601)345-1819x371,GRP-828600,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10065,57189aea-2374-46f3-87be-b6409a5e41cb,Terminated,Mitchell,Shirley,Stewart,,ZZ454100T,PS4075763,U8658539,1965-01-09,Mccoyview,Female,Divorced,United States,collinsrichard@yahoo.com,mitchell.stewart@corp-internal.com,+44289018853,0118 496 0333,"Studio 9
Katy Spurs",New Brandonborough,WV,42696,USA,"Conservation officer, nature",Legal,Dr Wayne Taylor,2018-05-13,"$130,042",13%,049214909,ANAX58078910170252,Hollie Ward,+44(0)191 496 0945,GRP-443733,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10066,e1d8a079-ad58-45da-a9e4-49e912ac5073,Terminated,Joe,Emily,Sullivan,,ZZ 58 69 58 T,KZ0441251,Q9752996,1995-08-15,Connormouth,Female,Single,United States,jacksonanthony@hotmail.com,joe.sullivan@corp-internal.com,001-657-677-3855,01614960059,"Studio 7
Mills Ways",East Sharon,TX,36980,USA,Armed forces technical officer,Finance,Mr Jeremy Ford,2020-08-13,"$114,494",15%,010956416,EFRX95382157207164,Sian Smith,001-366-412-8977x896,GRP-637417,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10067,e6248331-7718-4886-b523-d948867b64d8,Active,Henry,Sarah,Joseph,,ZZ 782820 T,JD6322603,W3061123,1960-12-22,Danielborough,Female,Single,United States,dmartinez@hotmail.com,henry.joseph@corp-internal.com,2899847621,0161 496 0053,3797 Fisher Forge Apt. 088,West Rebecca,ME,64637,USA,IT trainer,HR,Amanda Harvey MD,2016-08-07,"$124,857",7%,032056161,OLBP21392923023006,Mr Oliver Taylor,001-933-898-3699,GRP-275637,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10068,602b1f16-c426-47f9-8fc9-f34aab383790,Terminated,Rebecca,Janice,Charlton,,ZZ 557177 T,IF1660053,M6323352,1976-01-08,Jeremyside,Prefer not to say,Single,United States,cjoyce@yahoo.com,rebecca.charlton@corp-internal.com,263-249-4781x304,(028) 9018 0655,89 Joe Garden,Shirleyberg,CT,63745,USA,Careers information officer,Legal,David Mccall,2016-05-30,"$171,020",18%,096963601,VSXR47880252749702,Reece Khan,428.460.4231x62142,GRP-897875,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10069,e1b0c431-9f8d-464e-8d13-f060252f6425,Terminated,Dorothy,Michael,Leonard,,ZZ540608T,CO7059184,C7707128,1962-12-14,Tracyborough,Female,Single,United States,ygibson@gmail.com,dorothy.leonard@corp-internal.com,001-484-719-7209x968,+44(0)161 4960517,76869 Burnett Junctions,Lake Hughchester,FL,53420,USA,Aeronautical engineer,Legal,Stephen Hicks,2020-11-05,"$179,064",15%,030146905,TYDJ23906736566165,Jodie Kelly,+1-521-903-1199x2807,GRP-913383,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10070,86bfca11-0674-4936-8a5e-b9bf10e4c97b,Terminated,Malcolm,Christopher,Harper,,ZZ572449T,NB4362682,X0088726,1988-08-28,Morganbury,Prefer not to say,Divorced,United Kingdom,molinagina@yahoo.com,malcolm.harper@corp-internal.com,+44(0)118 496 0607,(0113)4960841,6 Dylan Forges,Tonyview,FM,49956,USA,Medical sales representative,HR,Brenda Matthews,2020-10-29,"$106,772",18%,020248185,ICSN28080390785762,Lee Thompson,310-259-1876x3593,GRP-314008,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10071,92b3f0eb-ad33-4afd-ad13-db77aae5c37f,Active,Katherine,Shannon,Davison,,534-41-3067,DR4146731,M4342524,1975-12-31,New Loriport,Prefer not to say,Married,United States,gbeck@gmail.com,katherine.davison@corp-internal.com,928-579-0533x23739,986.589.0354x36275,"Studio 74A
Barnes Ville",East Anna,NC,47856,USA,Television camera operator,Sales,Rachel Mistry-Walker,2021-11-07,"$87,997",18%,116654191,OWUE52948842494287,Dr. Emily Morton,2605843359,GRP-415335,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10072,e5b6cb32-e393-42d1-9184-47cb1bb4627d,Terminated,Melissa,Anthony,Erickson,,ZZ095475T,BQ3685216,Z7415647,1973-04-05,Port Danielle,Male,Married,United States,brittanyjacobson@gmail.com,melissa.erickson@corp-internal.com,+44(0)121 4960339,716.477.7356x1512,75013 David Pike,Josephmouth,OH,75178,USA,Immunologist,Legal,Paula Taylor-Marsh,2024-03-24,"$160,809",17%,078463116,FNWX93154307421685,Loretta White,694.315.9013,GRP-801457,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10073,216e1640-d99f-4722-b732-5f22e5032f81,On Leave,Russell,Janice,Deleon,,378-48-3251,II5016691,A8707201,1975-11-15,Robinchester,Non-Binary,Married,United States,dawn33@hotmail.com,russell.deleon@corp-internal.com,794-217-1284x857,949-227-5942,70646 Tran Harbor,South Georgina,NE,58347,USA,"Producer, television/film/video",Engineering,Mr. Robert Phillips Jr.,2019-03-26,"$164,072",19%,079890306,ZILN57100292648183,Beth Moran,001-981-652-7940,GRP-749045,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10074,b635e423-2aca-4fc3-af1b-17f9ffb73da7,Active,Justin,Samuel,Singleton,,ZZ 78 42 01 T,NN1659085,G3788653,1980-08-24,Normanton,Prefer not to say,Divorced,United States,brianconnolly@hotmail.co.uk,justin.singleton@corp-internal.com,+44131 4960076,+1-805-500-4693x67606,9263 Andrew Ville Suite 445,East Rosiestad,OH,70646,USA,"Producer, television/film/video",Engineering,Marilyn Spencer,2021-11-19,"$67,549",5%,113966060,FAFS46044355080849,Ms Hazel Smith,(0191) 496 0965,GRP-275162,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10075,e1d71f86-549f-4d66-a1d9-bb15bc7cc403,On Leave,Alexis,Jasmine,White,,ZZ402722T,WL4379418,G4643004,1985-02-14,Maryville,Prefer not to say,Married,United States,colin99@outlook.com,alexis.white@corp-internal.com,533.595.6861,+44(0)808 157 0724,1538 Williams Parks Apt. 480,Tracymouth,PW,33298,USA,Orthoptist,Finance,Allan Young,2020-09-03,"$100,744",5%,126606427,EEJS91372560317861,Lawrence Fernandez,335.917.4723,GRP-163433,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10076,537b9adc-4aa3-4c71-98f6-2e19b996ca72,Active,Adam,Lisa,Allen,,297-18-5992,RP6962533,N5880050,1981-08-26,North Iainshire,Non-Binary,Divorced,United States,iroberts@outlook.com,adam.allen@corp-internal.com,(0117) 496 0863,(0121)4960832,94094 Katherine Isle,Jerryberg,AL,51647,USA,"Merchandiser, retail",Sales,Sarah Watson,2023-03-24,"$126,744",9%,117634437,KNPU30970693025552,Amber Green,0161 4960107,GRP-697566,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10077,a368a1c3-1db5-49bd-ad7e-2d579d7532b3,Active,George,Laura,Miller,,566-19-9895,BL4910384,L6116968,1992-10-17,Port Charles,Male,Married,United Kingdom,newmanharry@gmail.com,george.miller@corp-internal.com,571-697-9930,(808)453-1684x37428,"Studio 8
Charlene Causeway",West Leannechester,MS,05989,USA,Administrator,Legal,Jacob Tyler,2021-07-24,"$73,181",8%,058731978,EBQR98352439712492,Kieran Holmes-Phillips,+1-295-367-0499x6705,GRP-727882,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10078,69c9d2ce-053e-45bd-8ddf-dd43572dca12,On Leave,Vincent,Alex,Lambert,,ZZ 796972 T,VT1366117,F2220758,1985-01-08,South Mauriceport,Male,Single,United States,jamesroberts@yahoo.com,vincent.lambert@corp-internal.com,725-263-8892x451,(339)347-8802,65940 Darren Estate Apt. 110,Edwardsville,KS,52578,USA,Physiological scientist,HR,Marc Wright,2025-10-31,"$77,165",8%,114681373,EMDQ25415066732829,Megan Jackson,0115 496 0570,GRP-359631,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10079,b7de5590-bcfc-4ebb-b299-6fc6650d8d4f,Active,Georgia,Jeffery,Fernandez,,ZZ137587T,WG4813450,E7982109,1964-03-20,North Marianview,Prefer not to say,Widowed,United Kingdom,lisa87@yahoo.com,georgia.fernandez@corp-internal.com,+44(0)1632960253,0117 496 0735,5851 Carter Harbor Suite 631,Williamsburgh,MI,52744,USA,"Designer, multimedia",Legal,Dr Gemma Wilson,2016-10-21,"$163,062",17%,030904309,TWYP71477324788419,Mr Richard Miah,(424)277-4955x04344,GRP-479154,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10080,d7bb9adc-03e6-4ed4-a5d1-100a244e2814,On Leave,Caroline,Hilary,Petersen,,196-39-1556,WS3178358,J7692952,1978-10-22,Rhondaton,Prefer not to say,Single,United Kingdom,fsummers@yahoo.com,caroline.petersen@corp-internal.com,9266817213,0116 496 0696,275 Hubbard Circles Suite 648,Jessicaland,AK,77691,USA,Architectural technologist,Legal,Hilary Ahmed,2021-11-15,"$118,481",6%,067656280,FUPY56312666556671,Destiny Brown,+1-553-302-8963x9734,GRP-591829,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10081,284743d1-348f-4b49-9e15-c4a26e4b4100,Active,Amanda,Linda,Robinson,,234-09-9980,BH6038702,E4770003,1991-02-14,North Ashleyfurt,Male,Widowed,United States,dunnconor@yahoo.com,amanda.robinson@corp-internal.com,+44(0)116 4960957,(028) 9018355,8 Pauline Grove,Parkerhaven,AR,78574,USA,Administrator,Legal,Nathan Sheppard,2020-07-23,"$156,650",6%,038945632,FUFW75664793148511,Julie Dean,391.530.2858x2036,GRP-537369,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10082,ad585fe9-a8da-40ce-8654-e51209658cf2,On Leave,Declan,Brian,Case,,039-52-7371,EL5434423,Y4514029,1965-10-26,North Dalemouth,Prefer not to say,Single,United States,nicholas16@hotmail.co.uk,declan.case@corp-internal.com,0909 8790601,+1-796-704-2326x3617,344 Joel Cape,Bensonburgh,PW,76249,USA,Event organiser,HR,Leanne Arnold,2025-12-22,"$155,504",15%,038918287,TOEK73396697465524,Clive Davis,001-849-681-5622x4624,GRP-518666,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10083,4b4ea4f6-2994-4333-9b19-7965339ab1d0,Active,Jill,Ronald,Storey,,236-89-7327,UL1115061,J5193937,1996-05-16,Lake Andreamouth,Male,Married,United Kingdom,xhowarth@yahoo.co.uk,jill.storey@corp-internal.com,(914)292-8040x52991,782.405.2937x22983,4897 Park Island Apt. 867,Michaelchester,NJ,03618,USA,Scientific laboratory technician,Finance,Mr Tom Williams,2019-05-27,"$100,826",13%,088197139,SKAZ32865443001835,Stacey Ross,(613)506-1668x51068,GRP-520581,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10084,fa25df71-5bf2-4ac0-96d4-ec266aa8b778,On Leave,James,Melinda,Rose,,756-05-5844,JJ6324118,O2440870,1978-07-05,New Yvettemouth,Female,Widowed,United States,charlottepeacock@outlook.com,james.rose@corp-internal.com,001-213-590-3176x09408,(0121) 4960512,"Studio 60
Stevens Flats",South Maryborough,MT,63016,USA,Manufacturing systems engineer,Finance,Wendy Rose-Mitchell,2023-12-07,"$64,892",16%,050702594,ROTQ93467152985945,Tyler Shelton,(0121)4960883,GRP-341352,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10085,4fe64a9c-c1c8-4bd8-9688-11f3a60cf36e,Terminated,Jeffrey,Eric,Tanner,,129-46-9972,GO9693853,U3218356,1961-05-25,Oliverburgh,Non-Binary,Divorced,United States,akent@yahoo.com,jeffrey.tanner@corp-internal.com,590-890-2710x52708,(644)473-0042x91085,"Studio 07k
Ronald Valley",East Robertshire,OK,04247,USA,Clinical psychologist,HR,Brian Clay,2024-04-09,"$153,406",14%,078587584,MJGM71223452616878,William Phillips MD,(433)958-7400,GRP-177170,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10086,9ea0feab-cddb-433a-b475-0d93c74a981b,On Leave,Jemma,Kelly,Robson,,215-21-7699,NY1270869,O2481007,1998-03-23,Sallybury,Female,Divorced,United States,danny54@yahoo.com,jemma.robson@corp-internal.com,593-982-6741x2484,+44161 4960348,70 Parkin Light,North Wendy,NJ,40450,USA,Industrial buyer,Engineering,Mr Tom Hodgson,2020-06-29,"$66,130",8%,129366476,EOVM28654323478775,Brent Lee,(0161)4960550,GRP-485658,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10087,b5841f4d-881a-416a-b659-2a2a701dd2c5,Terminated,Ashley,Jayne,Boyd,,ZZ633437T,ND2581340,F7670873,2001-11-16,North Darrenchester,Non-Binary,Single,United States,daniel37@yahoo.com,ashley.boyd@corp-internal.com,001-527-246-6985x767,(210)843-6612,5 Gordon Courts,Leeberg,PA,46219,USA,Health physicist,Engineering,Breanna Miller,2025-05-07,"$73,549",19%,046096887,VUDU38228654899470,Beth Barker,744-698-2252,GRP-574441,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10088,cfc102cb-bccb-49c8-8a5f-3465a2e427b1,On Leave,Declan,Donna,Hayward,,059-01-8333,ML7012538,A2404362,1972-12-02,Carolynstad,Male,Single,United Kingdom,judithmurray@gmail.com,declan.hayward@corp-internal.com,(562)355-2819,630-896-9233,18 Summers Union,East Juan,WY,83714,USA,"Surveyor, planning and development",Engineering,Gareth Connor-Charlton,2025-04-18,"$124,754",8%,088356831,IHOI68637080562930,Colleen Parrish,(0161) 496 0961,GRP-914377,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10089,3c0a520c-106b-4d01-a719-31e8e9465462,Active,Stephanie,Melissa,Randall,,ZZ 51 79 55 T,KU9206414,N4673838,1992-07-28,Davieshaven,Female,Single,United States,pamela62@outlook.com,stephanie.randall@corp-internal.com,695-628-3571,(0151) 4960198,648 Stephens Estate,Brownborough,ID,91910,USA,Marketing executive,Engineering,Ashley Lewis,2018-02-15,"$148,214",15%,026873062,ZNFB55982107369186,Karen Marshall,994-627-7241,GRP-852209,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10090,51287409-74ec-4480-8bcd-1dc67cf43f4e,Terminated,Mary,Brianna,Riley,,317-86-8696,OF8804293,B7228708,1994-09-09,East Benjaminburgh,Male,Divorced,United States,caitlinburton@yahoo.com,mary.riley@corp-internal.com,+44(0)1144960313,+44(0)1614960128,9747 Todd Pass,South Geraldland,AZ,19461,USA,Accounting technician,HR,Benjamin Gardner,2021-09-03,"$73,175",8%,039467630,RUJF29120392033456,Kelly Rowe,+1-571-952-2565x6044,GRP-486316,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10091,1146a346-f6a1-4a4f-925a-6d37469829fa,Terminated,Benjamin,Liam,Giles,,ZZ185472T,NL0564155,T2492555,1968-01-22,Cruzville,Female,Widowed,United States,tscott@hotmail.com,benjamin.giles@corp-internal.com,+44(0)121 496 0146,+44(0)1632960382,524 Seth Lodge Apt. 310,New Francis,NV,06846,USA,"Psychotherapist, child",Engineering,Mark Cohen,2024-04-20,"$175,400",12%,042317159,QGLF69728070627626,Dr Tracy Pearson,(0116)4960738,GRP-262699,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10092,802749e9-503a-4d95-a3e2-b7f31e2b861b,Terminated,Jeffrey,Marc,Case,,897-52-8742,TL6747537,I4606128,1977-11-26,Paulaville,Female,Widowed,United States,xfaulkner@yahoo.com,jeffrey.case@corp-internal.com,725.916.5200,(898)948-1929,76 Johnson Shoals,South Alexanderhaven,MI,14531,USA,Insurance risk surveyor,Legal,Josephine Chapman,2024-03-04,"$176,003",6%,126514027,TPFB23581732071586,Miss Suzanne Wilson,+4428 9018224,GRP-712396,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10093,e39683bb-6d56-497c-87bc-9d59b3ac99f9,On Leave,Hollie,Carl,Sanders,,ZZ 55 68 36 T,JV9464547,L1038327,2001-12-10,Helenside,Prefer not to say,Married,United States,justingonzalez@yahoo.com,hollie.sanders@corp-internal.com,(0121) 496 0280,(0909) 8790371,"Flat 40
Lynn Underpass",East Karlhaven,WY,29829,USA,Private music teacher,Legal,Megan Henson,2019-12-23,"$170,821",6%,069569511,LYRO03697011463536,Ruth Edwards-Jones,(225)264-6531x9553,GRP-795203,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10094,2127dfb5-3d66-4f20-bbc6-0fdbb69280ed,Active,Joseph,Adam,Lloyd,,ZZ 82 54 51 T,YH3708550,I8216932,2003-07-05,Williamsonfurt,Non-Binary,Married,United States,hugh86@hotmail.co.uk,joseph.lloyd@corp-internal.com,+44(0)151 4960116,(0131) 496 0357,65 Elliott Creek,Lake Sylvia,UT,77155,USA,Advertising art director,Legal,Beth Glover,2022-11-17,"$59,218",10%,120848236,SDQA53468927276781,David Meyer,(0191)4960458,GRP-656020,CONFIDENTIAL - INTERNAL USE ONLY
